Incident_Id,Offense,Cluster
157632,Destruction/Damage/Vandalism of Property,Assault
157633,Destruction/Damage/Vandalism of Property,Assault
157634,Intimidation,Psychological Harassment
157635,Aggravated Assault,Assault
157636,Destruction/Damage/Vandalism of Property,Assault
157637,Intimidation,Psychological Harassment
157479,Intimidation,Psychological Harassment
157480,Aggravated Assault,Assault
157481,Destruction/Damage/Vandalism of Property,Assault
157482,Simple Assault,Assault
157483,Simple Assault,Assault
157484,Simple Assault,Assault
157485,Intimidation,Psychological Harassment
157485,Simple Assault,Assault
157486,Intimidation,Psychological Harassment
157487,Simple Assault,Assault
157488,Simple Assault,Assault
157489,Intimidation,Psychological Harassment
157490,Destruction/Damage/Vandalism of Property,Assault
157491,Aggravated Assault,Assault
157492,All Other Larceny,Other
157493,Intimidation,Psychological Harassment
157494,Destruction/Damage/Vandalism of Property,Assault
157495,Intimidation,Psychological Harassment
157496,Robbery,Burgarly or Robbery
157497,Destruction/Damage/Vandalism of Property,Assault
157498,Intimidation,Psychological Harassment
157499,Aggravated Assault,Assault
157500,Destruction/Damage/Vandalism of Property,Assault
157501,Destruction/Damage/Vandalism of Property,Assault
157502,Simple Assault,Assault
157503,Destruction/Damage/Vandalism of Property,Assault
157504,Burglary/Breaking & Entering,Burgarly or Robbery
157505,Destruction/Damage/Vandalism of Property,Assault
157459,Intimidation,Psychological Harassment
157460,Destruction/Damage/Vandalism of Property,Assault
157461,Intimidation,Psychological Harassment
157462,Destruction/Damage/Vandalism of Property,Assault
157506,Simple Assault,Assault
157507,Intimidation,Psychological Harassment
157508,Intimidation,Psychological Harassment
157463,Negligent Manslaughter,Murder or Manslaughter
157515,Robbery,Burgarly or Robbery
162817,Destruction/Damage/Vandalism of Property,Assault
162818,Arson,Assault
162819,Aggravated Assault,Assault
157516,Aggravated Assault,Assault
157516,Destruction/Damage/Vandalism of Property,Assault
162820,Intimidation,Psychological Harassment
157517,Simple Assault,Assault
162822,Destruction/Damage/Vandalism of Property,Assault
162821,Destruction/Damage/Vandalism of Property,Assault
157518,Aggravated Assault,Assault
157519,Simple Assault,Assault
162823,Destruction/Damage/Vandalism of Property,Assault
162824,Destruction/Damage/Vandalism of Property,Assault
162825,Aggravated Assault,Assault
162826,Destruction/Damage/Vandalism of Property,Assault
157520,Intimidation,Psychological Harassment
157520,Simple Assault,Assault
157521,Rape,Sexual Harassment or Assault
162827,Simple Assault,Assault
162828,Simple Assault,Assault
157522,Destruction/Damage/Vandalism of Property,Assault
162829,Aggravated Assault,Assault
157523,Destruction/Damage/Vandalism of Property,Assault
157524,Destruction/Damage/Vandalism of Property,Assault
157525,Simple Assault,Assault
157526,Aggravated Assault,Assault
157527,Destruction/Damage/Vandalism of Property,Assault
157528,Burglary/Breaking & Entering,Burgarly or Robbery
157529,Intimidation,Psychological Harassment
157530,Destruction/Damage/Vandalism of Property,Assault
157531,Destruction/Damage/Vandalism of Property,Assault
157532,Destruction/Damage/Vandalism of Property,Assault
157533,Aggravated Assault,Assault
157534,Destruction/Damage/Vandalism of Property,Assault
157535,Destruction/Damage/Vandalism of Property,Assault
157536,Destruction/Damage/Vandalism of Property,Assault
157537,Aggravated Assault,Assault
157538,Simple Assault,Assault
157539,Aggravated Assault,Assault
157540,Aggravated Assault,Assault
157541,Aggravated Assault,Assault
157542,Aggravated Assault,Assault
157543,Simple Assault,Assault
157544,Destruction/Damage/Vandalism of Property,Assault
157545,Aggravated Assault,Assault
157546,Intimidation,Psychological Harassment
157547,Aggravated Assault,Assault
157548,Destruction/Damage/Vandalism of Property,Assault
157549,Intimidation,Psychological Harassment
157550,Destruction/Damage/Vandalism of Property,Assault
157564,Destruction/Damage/Vandalism of Property,Assault
157565,Simple Assault,Assault
157566,Simple Assault,Assault
157567,Destruction/Damage/Vandalism of Property,Assault
157568,Aggravated Assault,Assault
157569,Intimidation,Psychological Harassment
157570,Intimidation,Psychological Harassment
157571,Aggravated Assault,Assault
157572,Destruction/Damage/Vandalism of Property,Assault
157573,Aggravated Assault,Assault
157574,Simple Assault,Assault
157575,Arson,Assault
157575,Destruction/Damage/Vandalism of Property,Assault
157576,Destruction/Damage/Vandalism of Property,Assault
157577,Destruction/Damage/Vandalism of Property,Assault
157577,Intimidation,Psychological Harassment
157578,Intimidation,Psychological Harassment
157579,Aggravated Assault,Assault
157580,Intimidation,Psychological Harassment
157581,Aggravated Assault,Assault
157582,Intimidation,Psychological Harassment
157583,Simple Assault,Assault
157584,Aggravated Assault,Assault
157585,Simple Assault,Assault
157464,Destruction/Damage/Vandalism of Property,Assault
157465,Destruction/Damage/Vandalism of Property,Assault
157466,Robbery,Burgarly or Robbery
157467,Simple Assault,Assault
157468,Intimidation,Psychological Harassment
157469,Simple Assault,Assault
157470,Simple Assault,Assault
157509,Destruction/Damage/Vandalism of Property,Assault
157510,Aggravated Assault,Assault
157511,Simple Assault,Assault
157512,Aggravated Assault,Assault
157513,Simple Assault,Assault
157514,Simple Assault,Assault
162816,Robbery,Burgarly or Robbery
162816,Simple Assault,Assault
157586,Burglary/Breaking & Entering,Burgarly or Robbery
157587,Destruction/Damage/Vandalism of Property,Assault
157588,Destruction/Damage/Vandalism of Property,Assault
157589,Destruction/Damage/Vandalism of Property,Assault
157590,Destruction/Damage/Vandalism of Property,Assault
157591,Destruction/Damage/Vandalism of Property,Assault
157592,Destruction/Damage/Vandalism of Property,Assault
157593,Destruction/Damage/Vandalism of Property,Assault
157594,Destruction/Damage/Vandalism of Property,Assault
157595,Destruction/Damage/Vandalism of Property,Assault
157596,Aggravated Assault,Assault
157597,Aggravated Assault,Assault
157605,Intimidation,Psychological Harassment
157606,Intimidation,Psychological Harassment
157607,Aggravated Assault,Assault
157608,Robbery,Burgarly or Robbery
157609,Destruction/Damage/Vandalism of Property,Assault
157610,Simple Assault,Assault
157611,Simple Assault,Assault
157612,Aggravated Assault,Assault
157613,Simple Assault,Assault
157614,Simple Assault,Assault
157615,Destruction/Damage/Vandalism of Property,Assault
157616,Destruction/Damage/Vandalism of Property,Assault
157617,Destruction/Damage/Vandalism of Property,Assault
157618,Aggravated Assault,Assault
157619,Destruction/Damage/Vandalism of Property,Assault
157620,Destruction/Damage/Vandalism of Property,Assault
157621,Destruction/Damage/Vandalism of Property,Assault
157622,Destruction/Damage/Vandalism of Property,Assault
157623,Destruction/Damage/Vandalism of Property,Assault
157624,Destruction/Damage/Vandalism of Property,Assault
157625,Destruction/Damage/Vandalism of Property,Assault
157626,Destruction/Damage/Vandalism of Property,Assault
157627,Destruction/Damage/Vandalism of Property,Assault
157628,Simple Assault,Assault
157629,Simple Assault,Assault
157646,Aggravated Assault,Assault
157647,Burglary/Breaking & Entering,Burgarly or Robbery
157648,Destruction/Damage/Vandalism of Property,Assault
157649,Aggravated Assault,Assault
157650,Intimidation,Psychological Harassment
157651,Weapon Law Violations,Drug/Weapon Law Violations
157652,Drug/Narcotic Violations,Drug/Weapon Law Violations
157638,Simple Assault,Assault
157639,Burglary/Breaking & Entering,Burgarly or Robbery
157640,Simple Assault,Assault
157653,Destruction/Damage/Vandalism of Property,Assault
157654,Destruction/Damage/Vandalism of Property,Assault
157655,Intimidation,Psychological Harassment
157656,Fondling,Sexual Harassment or Assault
157657,Theft From Building,Burgarly or Robbery
157658,Destruction/Damage/Vandalism of Property,Assault
157659,Simple Assault,Assault
157660,Simple Assault,Assault
157661,Simple Assault,Assault
157662,Aggravated Assault,Assault
157663,Burglary/Breaking & Entering,Burgarly or Robbery
157663,Destruction/Damage/Vandalism of Property,Assault
157664,Intimidation,Psychological Harassment
157641,Destruction/Damage/Vandalism of Property,Assault
157665,Intimidation,Psychological Harassment
157642,Destruction/Damage/Vandalism of Property,Assault
157642,Simple Assault,Assault
157666,Destruction/Damage/Vandalism of Property,Assault
157666,Theft From Motor Vehicle,Burgarly or Robbery
157643,Simple Assault,Assault
157667,Destruction/Damage/Vandalism of Property,Assault
157644,Intimidation,Psychological Harassment
157645,Destruction/Damage/Vandalism of Property,Assault
157551,Simple Assault,Assault
157668,Intimidation,Psychological Harassment
157669,Intimidation,Psychological Harassment
157552,Theft From Motor Vehicle,Burgarly or Robbery
157553,Aggravated Assault,Assault
157553,Destruction/Damage/Vandalism of Property,Assault
157670,Destruction/Damage/Vandalism of Property,Assault
157554,Simple Assault,Assault
157671,Destruction/Damage/Vandalism of Property,Assault
157555,Destruction/Damage/Vandalism of Property,Assault
157672,Simple Assault,Assault
157556,Intimidation,Psychological Harassment
157557,Aggravated Assault,Assault
157558,Simple Assault,Assault
157673,Simple Assault,Assault
157674,Simple Assault,Assault
157559,Intimidation,Psychological Harassment
157560,Destruction/Damage/Vandalism of Property,Assault
157675,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
157561,Destruction/Damage/Vandalism of Property,Assault
157562,Aggravated Assault,Assault
157563,Intimidation,Psychological Harassment
157676,Simple Assault,Assault
157598,Simple Assault,Assault
157677,Simple Assault,Assault
157678,Intimidation,Psychological Harassment
157599,Intimidation,Psychological Harassment
157600,Destruction/Damage/Vandalism of Property,Assault
157601,Destruction/Damage/Vandalism of Property,Assault
157602,Destruction/Damage/Vandalism of Property,Assault
157603,Intimidation,Psychological Harassment
157604,Intimidation,Psychological Harassment
157679,Intimidation,Psychological Harassment
157680,Intimidation,Psychological Harassment
157681,Theft From Motor Vehicle,Burgarly or Robbery
157682,Destruction/Damage/Vandalism of Property,Assault
157683,Intimidation,Psychological Harassment
157684,Intimidation,Psychological Harassment
157685,Simple Assault,Assault
157686,Simple Assault,Assault
157687,Intimidation,Psychological Harassment
157688,Burglary/Breaking & Entering,Burgarly or Robbery
162830,Destruction/Damage/Vandalism of Property,Assault
162831,Credit Card/Automated Teller Machine Fraud,"Illegal Activities, Fraud and Identity Theft"
162832,Destruction/Damage/Vandalism of Property,Assault
162833,Destruction/Damage/Vandalism of Property,Assault
162834,Intimidation,Psychological Harassment
162835,Counterfeiting/Forgery,"Illegal Activities, Fraud and Identity Theft"
162836,Intimidation,Psychological Harassment
162837,Theft From Motor Vehicle,Burgarly or Robbery
162838,Destruction/Damage/Vandalism of Property,Assault
162839,Theft From Motor Vehicle,Burgarly or Robbery
157689,Intimidation,Psychological Harassment
162840,Aggravated Assault,Assault
157690,Simple Assault,Assault
157698,Simple Assault,Assault
162841,All Other Larceny,Other
157699,Destruction/Damage/Vandalism of Property,Assault
157700,Intimidation,Psychological Harassment
157701,Drug/Narcotic Violations,Drug/Weapon Law Violations
162842,Simple Assault,Assault
162843,Destruction/Damage/Vandalism of Property,Assault
162951,Kidnapping/Abduction,Human Trafficking or Abduction
162951,Robbery,Burgarly or Robbery
162952,Drug Equipment Violations,Drug/Weapon Law Violations
157702,Destruction/Damage/Vandalism of Property,Assault
162953,Intimidation,Psychological Harassment
162954,Destruction/Damage/Vandalism of Property,Assault
157703,Simple Assault,Assault
162955,Intimidation,Psychological Harassment
157704,All Other Larceny,Other
162956,Destruction/Damage/Vandalism of Property,Assault
157705,Fondling,Sexual Harassment or Assault
162957,Burglary/Breaking & Entering,Burgarly or Robbery
162958,Burglary/Breaking & Entering,Burgarly or Robbery
157706,Burglary/Breaking & Entering,Burgarly or Robbery
162959,Destruction/Damage/Vandalism of Property,Assault
162960,Simple Assault,Assault
157707,Aggravated Assault,Assault
157707,Burglary/Breaking & Entering,Burgarly or Robbery
157707,Simple Assault,Assault
157708,Destruction/Damage/Vandalism of Property,Assault
162961,Intimidation,Psychological Harassment
162962,Destruction/Damage/Vandalism of Property,Assault
162963,Intimidation,Psychological Harassment
157709,Intimidation,Psychological Harassment
162964,Intimidation,Psychological Harassment
157710,Destruction/Damage/Vandalism of Property,Assault
162965,Aggravated Assault,Assault
162965,Intimidation,Psychological Harassment
157711,Aggravated Assault,Assault
162966,Simple Assault,Assault
162967,Destruction/Damage/Vandalism of Property,Assault
157712,Intimidation,Psychological Harassment
162968,Intimidation,Psychological Harassment
157713,Simple Assault,Assault
157714,Destruction/Damage/Vandalism of Property,Assault
157714,Intimidation,Psychological Harassment
157715,Simple Assault,Assault
162969,Destruction/Damage/Vandalism of Property,Assault
162970,Simple Assault,Assault
162971,Simple Assault,Assault
157716,Destruction/Damage/Vandalism of Property,Assault
162972,Aggravated Assault,Assault
162973,Burglary/Breaking & Entering,Burgarly or Robbery
162974,All Other Larceny,Other
157717,Simple Assault,Assault
157718,Destruction/Damage/Vandalism of Property,Assault
